id,feature_id,product_type,file_path,doc_type,doc_title
WSFD-108004:doc:188b33c2,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/特性概述_28859311.md,overview,WSFD-108004 MEC冗余模式故障保护
WSFD-108004:doc:5526fe08,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/WSFD-108004 MEC冗余模式故障保护参考信息_28860595.md,reference,WSFD-108004 MEC冗余模式故障保护参考信息
WSFD-108004:doc:ee47dcc1,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/调测MEC冗余模式故障保护_28860594.md,debug,调测MEC冗余模式故障保护
WSFD-108004:doc:a1bddff8,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/配置“ULCL UPF+辅锚点UPF双主负荷分担模式”_10379148.md,activation,配置“ULCL UPF+辅锚点UPF双主负荷分担模式”
WSFD-108004:doc:8b63f469,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/配置“主锚点UPF双主负荷分担部署模式”_28860593.md,activation,配置“主锚点UPF双主负荷分担部署模式”
WSFD-108004:doc:10a7f199,WSFD-108004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108004 MEC冗余模式故障保护/配置“园区内UPF和园区外UPF冗余模式”_10539042.md,activation,配置“园区内UPF和园区外UPF冗余模式”
WSFD-108005:doc:ed919c7d,WSFD-108005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108005 MEC单点模式故障保护/特性概述_28859312.md,overview,WSFD-108005 MEC单点模式故障保护
WSFD-108005:doc:d41df296,WSFD-108005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108005 MEC单点模式故障保护/WSFD-108005 MEC单点模式故障保护参考信息_30792898.md,reference,WSFD-108005 MEC单点模式故障保护参考信息
WSFD-108005:doc:0adb10b9,WSFD-108005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108005 MEC单点模式故障保护/激活MEC单点模式故障保护_30792896.md,activation,激活MEC单点模式故障保护
WSFD-108005:doc:7a21eb43,WSFD-108005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108005 MEC单点模式故障保护/调测MEC单点模式故障保护_30792897.md,debug,调测MEC单点模式故障保护
WSFD-108007:doc:76734fb5,WSFD-108007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108007 终端二次鉴权/WSFD-108007 终端二次鉴权特性概述_73984008.md,overview,WSFD-108007 终端二次鉴权特性概述
WSFD-108007:doc:223813e7,WSFD-108007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108007 终端二次鉴权/WSFD-108007 终端二次鉴权参考信息_24463433.md,reference,WSFD-108007 终端二次鉴权参考信息
WSFD-108007:doc:f735d83b,WSFD-108007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108007 终端二次鉴权/激活终端二次鉴权_24743509.md,activation,激活终端二次鉴权
WSFD-108007:doc:145fc157,WSFD-108007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/MEC解决方案/WSFD-108007 终端二次鉴权/调测终端二次鉴权_74143640.md,debug,调测终端二次鉴权
WSFD-109001:doc:759687ef,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/特性概述_27636707.md,overview,WSFD-109001 Gy/Diameter在线计费特性概述
WSFD-109001:doc:a27a96b9,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/WSFD-109001 Gy_Diameter在线计费参考信息_29035079.md,reference,WSFD-109001 Gy/Diameter在线计费参考信息
WSFD-109001:doc:ef9d95c1,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/实现原理/OCS组网和链路可靠性_95110432.md,principle,OCS组网和链路可靠性
WSFD-109001:doc:b2f1088c,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/实现原理/在线计费DCC会话业务流程_95110431.md,flow,在线计费DCC会话业务流程
WSFD-109001:doc:5560576b,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/实现原理/在线计费可选功能介绍_01717367.md,principle,在线计费可选功能介绍
WSFD-109001:doc:6dbd07c0,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/实现原理/在线计费的异常处理_95110433.md,principle,在线计费的异常处理
WSFD-109001:doc:e6639b52,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/实现原理/在线计费自动回切业务流程_01704532.md,flow,在线计费自动回切业务流程
WSFD-109001:doc:034df52a,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置DCC处理动作_95923447.md,activation,配置DCC处理动作
WSFD-109001:doc:391704d9,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置到OCS的数据(静态路由+BFD组网)_95923542.md,activation,配置到OCS的数据 (静态路由+BFD组网)
WSFD-109001:doc:44d137ff,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置在线计费模板_95923574.md,activation,配置在线计费模板
WSFD-109001:doc:47f4b60e,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置在线计费的费率标识_95923388.md,activation,配置在线计费的费率标识
WSFD-109001:doc:69f2f903,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置普通在线计费实例_95923459.md,activation,配置普通在线计费实例
WSFD-109001:doc:6c823a6f,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置离线_在线计费方式（GGSN_PGW-C）_15408914.md,activation,配置离线/在线计费方式（GGSN/PGW-C）
WSFD-109001:doc:92f64ff1,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置计费和策略接口选择（GGSN_SGW-C_PGW-C）_15408913.md,activation,配置计费和策略接口选择（GGSN/SGW-C/PGW-C）
WSFD-109001:doc:d55b12bb,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置计费属性CC（GGSN_SGW-C_PGW-C）_15408915.md,activation,配置计费属性CC（GGSN/SGW-C/PGW-C）
WSFD-109001:doc:326a5d55,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置OCS组网可靠性配置实例/配置OCS Failover功能_95923411.md,activation,配置OCS Failover功能
WSFD-109001:doc:75e319c7,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置OCS组网可靠性配置实例/配置OCS负荷分担_95923468.md,activation,配置OCS负荷分担
WSFD-109001:doc:22dee27f,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置OCS组网可靠性配置实例/配置基于CC+用户号段选择OCS_95923602.md,activation,配置基于CC+用户号段选择OCS
WSFD-109001:doc:a488aed1,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置在线计费模板/配置CCR消息中携带的参数_95923469.md,activation,配置CCR消息中携带的参数
WSFD-109001:doc:8bfaa523,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置在线计费模板/配置CCR触发场景_95923545.md,activation,配置CCR触发场景
WSFD-109001:doc:43b69079,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/激活Gy_Diameter在线计费/配置在线计费模板/配置在线计费自动回切功能_95923555.md,activation,配置在线计费自动回切功能
WSFD-109001:doc:ebc74a82,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/相关术语/DCC_89122031.md,other,DCC
WSFD-109001:doc:44a69a94,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/相关术语/URR_91842914.md,other,URR
WSFD-109001:doc:f71a18b8,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测到OCS的数据_95923404.md,debug,调测到OCS的数据
WSFD-109001:doc:cb961cfb,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线流量计费_95923491.md,debug,调测在线流量计费
WSFD-109001:doc:082c447f,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线计费业务触发功能_95923568.md,debug,调测在线计费业务触发功能
WSFD-109001:doc:d7ea6042,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线计费异常返回码动作处理_95923512.md,debug,调测在线计费异常返回码动作处理
WSFD-109001:doc:16050c6f,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线计费欠费重定向功能_03472799.md,debug,调测在线计费欠费重定向功能
WSFD-109001:doc:cc9a17ab,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线计费自动回切功能_95923505.md,debug,调测在线计费自动回切功能
WSFD-109001:doc:0e1e19f7,WSFD-109001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109001 Gy_Diameter在线计费/调测Gy_Diameter在线计费/调测在线计费费率切换_95923363.md,debug,调测在线计费费率切换
WSFD-109002:doc:2805e566,WSFD-109002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109002 内容计费基本功能/特性概述_66402110.md,overview,WSFD-109002 内容计费基本功能特性概述
WSFD-109002:doc:4f98dc00,WSFD-109002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109002 内容计费基本功能/激活内容计费_74013177.md,activation,激活内容计费
WSFD-109003:doc:1d299534,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/特性概述_66402112.md,overview,WSFD-109003 基于业务时长的计费特性概述
WSFD-109003:doc:872f1a88,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/WSFD-109003 基于业务时长的计费参考信息_74013180.md,reference,WSFD-109003 基于业务时长的计费参考信息
WSFD-109003:doc:328bf8c7,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/激活基于业务时长的计费_74013179.md,activation,激活基于业务时长的计费
WSFD-109003:doc:f9369582,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/实现原理/基于业务时长的计费（适用于在线计费）_66402114.md,principle,基于业务时长的计费（适用于在线计费）
WSFD-109003:doc:f35c878e,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/实现原理/基于业务时长的计费（适用于离线计费）_66402115.md,principle,基于业务时长的计费（适用于离线计费）
WSFD-109003:doc:9a096d82,WSFD-109003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109003 基于业务时长的计费/实现原理/基于业务时长的计费（适用于融合计费）_66402116.md,principle,基于业务时长的计费（适用于融合计费）
WSFD-109004:doc:f3e3d427,WSFD-109004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109004 基于业务流量的计费/特性概述_74013201.md,overview,WSFD-109004 基于业务流量的计费特性概述
WSFD-109004:doc:405a2342,WSFD-109004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109004 基于业务流量的计费/WSFD-109004 基于业务流量的计费参考信息_74013203.md,reference,WSFD-109004 基于业务流量的计费参考信息
WSFD-109004:doc:72992946,WSFD-109004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109004 基于业务流量的计费/激活基于业务流量的计费_74013202.md,activation,激活基于业务流量的计费
WSFD-109005:doc:d1fca336,WSFD-109005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109005 支持CoA功能/特性概述_10243674.md,overview,WSFD-109005 支持CoA功能特性概述
WSFD-109005:doc:2749acae,WSFD-109005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109005 支持CoA功能/WSFD-109005 支持CoA功能参考信息_10243677.md,reference,WSFD-109005 支持CoA功能参考信息
WSFD-109005:doc:683f0baf,WSFD-109005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109005 支持CoA功能/激活支持CoA功能_10243675.md,activation,激活支持CoA功能
WSFD-109006:doc:b686f382,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/WSFD-109006 ASN漫游计费特性概述_95924632.md,overview,WSFD-109006 ASN漫游计费特性概述
WSFD-109006:doc:839d79a6,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/WSFD-109006 ASN漫游计费参考信息_48053777.md,reference,WSFD-109006 ASN漫游计费参考信息
WSFD-109006:doc:6b884190,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/激活ASN漫游计费_01125477.md,activation,激活ASN漫游计费
WSFD-109006:doc:8ae38894,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/调测ASN漫游计费_48173747.md,debug,调测ASN漫游计费
WSFD-109006:doc:24c76bc2,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/实现原理/2_3G漫游计费场景_01125476.md,principle,2/3G漫游计费场景
WSFD-109006:doc:166a023b,WSFD-109006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109006 ASN漫游计费/实现原理/4G漫游计费场景_01125475.md,principle,4G漫游计费场景
WSFD-109007:doc:7df7bac9,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/特性概述_74112317.md,overview,WSFD-109007 支持事件计费特性概述
WSFD-109007:doc:048ca3bb,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/WSFD-109007 支持事件计费参考信息_74112323.md,reference,WSFD-109007 支持事件计费参考信息
WSFD-109007:doc:52f3274b,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/实现原理（适用于Ga接口的离线计费用户）_74112320.md,principle,实现原理（适用于Ga接口的离线计费用户）
WSFD-109007:doc:a41b0c07,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/实现原理（适用于Gy接口的在线计费用户）_74112319.md,principle,实现原理（适用于Gy接口的在线计费用户）
WSFD-109007:doc:919530fd,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/实现原理（适用于Nchf_N40接口的融合计费用户）_74112318.md,principle,实现原理（适用于Nchf/N40接口的融合计费用户）
WSFD-109007:doc:047b2a23,WSFD-109007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109007 支持事件计费/配置事件计费功能_74112321.md,activation,配置事件计费功能
WSFD-109008:doc:f30dea4b,WSFD-109008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/计费管理功能/WSFD-109008 OCS Bypass_80672293.md,overview,WSFD-109008 OCS Bypass
WSFD-109101:doc:e5377eb3,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/特性概述_29056157.md,overview,WSFD-109101 PCC基本功能特性概述（适用于2/3/4G）
WSFD-109101:doc:edef4eb7,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/WSFD-109101 PCC基本功能（2G_3G_4G）参考信息_29056160.md,reference,WSFD-109101 PCC基本功能（2G/3G/4G）参考信息
WSFD-109101:doc:3d1c72a4,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/实现原理_29056158.md,principle,实现原理
WSFD-109101:doc:faff0044,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/Gx Failover功能_31422950.md,other,Gx Failover功能
WSFD-109101:doc:07af8fe5,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/配置QoS能力开放功能_48518810.md,activation,配置QoS能力开放功能
WSFD-109101:doc:d7deca13,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/配置与PCRF对接数据_30805096.md,activation,配置与PCRF对接数据
WSFD-109101:doc:4632a277,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/配置动态PCC功能_30805098.md,activation,配置动态PCC功能
WSFD-109101:doc:dab1a5d9,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/配置异常场景数据_31422947.md,activation,配置异常场景数据
WSFD-109101:doc:3d055c9e,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/激活PCC基本功能/配置本地PCC功能_30805097.md,activation,配置本地PCC功能
WSFD-109101:doc:26f3a223,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/调测PCC基本功能/调测PCC业务_31422956.md,debug,调测PCC业务
WSFD-109101:doc:e18ebe31,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/调测PCC基本功能/调测PCRF负荷分担功能_31422955.md,debug,调测PCRF负荷分担功能
WSFD-109101:doc:a4599ac6,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/调测PCC基本功能/调测QoS能力开放功能_84718093.md,debug,调测QoS能力开放功能
WSFD-109101:doc:a967d00a,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（2G_3G_4G，基于Gx接口）/调测PCC基本功能/调测到PCRF的数据_31422954.md,debug,调测到PCRF的数据
WSFD-109101:doc:3ec75475,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/WSFD-109101 PCC基本功能特性概述（适用于5G）_71770359.md,overview,WSFD-109101 PCC基本功能特性概述（适用于5G）
WSFD-109101:doc:9537ffee,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/WSFD-109101 PCC基本功能（5G）参考信息_72466541.md,reference,WSFD-109101 PCC基本功能（5G）参考信息
WSFD-109101:doc:4bb36550,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/激活PCC基本功能_72467890.md,activation,激活PCC基本功能
WSFD-109101:doc:dddcb8a3,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/调测PCC基本功能_45059543.md,debug,调测PCC基本功能
WSFD-109101:doc:8a47ef73,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/实现原理/AM策略偶联修改流程_50510739.md,flow,AM策略偶联修改流程
WSFD-109101:doc:69435067,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/实现原理/AM策略偶联建立流程_50510738.md,flow,AM策略偶联建立流程
WSFD-109101:doc:3f7eed89,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/实现原理/AM策略偶联终止流程_50510740.md,flow,AM策略偶联终止流程
WSFD-109101:doc:330401cd,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/实现原理/UE策略偶联修改流程_50510745.md,flow,UE策略偶联修改流程
WSFD-109101:doc:8ff64467,WSFD-109101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/智能PCC解决方案/WSFD-109101 PCC基本功能/PCC基本功能（5G）/实现原理/UE策略偶联建立流程_50510744.md,flow,UE策略偶联建立流程
