object_id,object_name,object_kind,identifier_parameters_json,attributes_count,attributes_json,applicable_nf_json,applicable_products_json,category_path_json,description,commands_count
ACLIFRULECNT,ACLIFRULECNT,entity,"[""ACLNAME"", ""ACLRULENAME""]",2,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""ACL规则匹配计数""]",该命令用于显示接口ACL规则的匹配计数信息。,2
ACLIFRULECNTVERBOSE,ACLIFRULECNTVERBOSE,entity,"[""ACLNAME"", ""ACLRULENAME""]",2,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""操作维护"", ""系统调测"", ""ACL""]",该命令用于查询接口ACL规则的匹配计数详细信息。,2
ACLNODE,ACLNODE,entity,"[""ACLNODENAME"", ""FILTERNAME"", ""ACTIONTYPE""]",10,"[{""parameter_name"": ""ACLNODENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""FILTERNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACTIONTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""GATEACTION"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""PASS"", ""condition"": ""该参数在“ACTIONTYPE”配置为“GATE”时为可选参数。""}, {""parameter_name"": ""REMARKT"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“GATEACTION”配置为“PASS”时为可选参数。""}, {""parameter_name"": ""REMARKV"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REMARKT”配置为“DSCPVALUE”时为必选参数。""}, {""parameter_name"": ""REMARKC"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REMARKT”配置为“DSCPCLASS”时为必选参数。""}, {""parameter_name"": ""REDIRECTIPVER"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACTIONTYPE”配置为“REDIRECT”时为必选参数。""}, {""parameter_name"": ""REDIRECTIPV4"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REDIRECTIPVER”配置为“IPv4”时为必选参数。""}, {""parameter_name"": ""REDIRECTIPV6"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REDIRECTIPVER”配置为“IPv6”时为必选参数。""}]","[""PGW-U"", ""SGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务安全防护"", ""用户ACL管理"", ""ACL节点""]",![](增加ACL节点（ADD ACLNODE）_82837729.assets/notice_3.0-zh-cn.png),4
ACLNODEBINDACL,ACLNODEBINDACL,binding,"[""ACLNAME"", ""ACLNODENAME""]",3,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLNODENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PRIORITY"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""SGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务安全防护"", ""用户ACL管理"", ""ACL节点绑定ACL""]",该命令用于增加ACL节点和ACL的绑定关系。,4
ACLRULEADV4,ACLRULEADV4,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION"", ""ACLPROTOCOL""]",28,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSOURCEIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""0.0.0.0"", ""condition"": """"}, {""parameter_name"": ""ACLSRCWILD"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""255.255.255.255"", ""condition"": """"}, {""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""_public_"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLPROTOCOL"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""0.0.0.0"", ""condition"": """"}, {""parameter_name"": ""ACLDESTWILD"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""255.255.255.255"", ""condition"": """"}, {""parameter_name"": ""ACLSRCPORTOP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCPORTBEGIN"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLSRCPORTOP”配置为“Eq”、“Gt”、“Neq” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLSRCPORTEND"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLSRCPORTOP”配置为“Lt” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLDESTPORTOP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTPORTBEGIN"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLDESTPORTOP”配置为“Eq”、“Gt”、“Neq” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLDESTPORTEND"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLDESTPORTOP”配置为“Lt” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLPRECEDENCE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLTOS"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDSCP"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLICMPNAME"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLICMPTYPE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLICMPNAME”配置为“Custom”时为必选参数。""}, {""parameter_name"": ""ACLICMPCODE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLICMPNAME”配置为“Custom”时为必选参数。""}, {""parameter_name"": ""ACLSYNFLAG"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLTTLOP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLTTL"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLTTLOP”配置为“Eq”、“Gt”、“Neq” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLTTLEND"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLTTLOP”配置为“Lt” 或 “Range”时为必选参数。""}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""高级ACL规则""]",该命令用于创建高级ACL规则。高级ACL可以基于五元组（源目的IP，源目的端口号，协议号）进行报文匹配。主要应用场景为路由策略以及端口流量策略等。,10
ACLRULEADV4IPSEC,ACLRULEADV4IPSEC,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""IPSEC功能管理"", ""IP服务"", ""ACL管理"", ""高级ACL规则""]",,8
ACLRULEADV6,ACLRULEADV6,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION""]",26,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSOURCEIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCWILD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""_public_"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLPROTOCOLTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""Number"", ""condition"": """"}, {""parameter_name"": ""ACLPROTOCOL"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLPROTOCOLTYPE”配置为“Number”时为必选参数。""}, {""parameter_name"": ""ACLPROTOCOLNAME"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLPROTOCOLTYPE”配置为“WellKnow”时为必选参数。""}, {""parameter_name"": ""ACLDESTIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTWILD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCPORTOP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCPORTBEGIN"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLSRCPORTOP”配置为“Eq”、“Gt”、“Neq” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLSRCPORTEND"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLSRCPORTOP”配置为“Lt” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLDESTPORTOP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTPORTBEGIN"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLDESTPORTOP”配置为“Eq”、“Gt”、“Neq” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLDESTPORTEND"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLDESTPORTOP”配置为“Lt” 或 “Range”时为必选参数。""}, {""parameter_name"": ""ACLPRECEDENCE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLTOS"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDSCP"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLICMPNAME"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLICMPTYPE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLICMPNAME”配置为“Custom”时为必选参数。""}, {""parameter_name"": ""ACLICMPCODE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“ACLICMPNAME”配置为“Custom”时为必选参数。""}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""高级IPv6 ACL规则""]",该命令用于创建高级IPv6 ACL规则。高级IPv6 ACL可以基于五元组（源目的IPv6，源目的端口号，协议号）进行报文匹配。主要应用场景为路由策略以及端口流量策略等。,10
ACLRULEADV6IPSEC,ACLRULEADV6IPSEC,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""IPSEC功能管理"", ""IP服务"", ""ACL管理"", ""高级IPv6 ACL规则""]",,8
ACLRULEBAS4,ACLRULEBAS4,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION""]",9,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSOURCEIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""0.0.0.0"", ""condition"": """"}, {""parameter_name"": ""ACLSRCWILD"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""255.255.255.255"", ""condition"": """"}, {""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""_public_"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""基本ACL规则""]",该命令用于增加基本ACL规则。访问控制列表ACL(Access Control List)是应用到设备接口的指令列表。ACL规则规定了符合某种特征的IP报文处理策略。基本ACL规则支持按照源IP进行报文匹配。主要应用场景为路由策略，端口流量策略以及路由过滤策略等。,10
ACLRULEBAS6,ACLRULEBAS6,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION""]",9,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSOURCEIP"", ""data_type"": ""ip_address"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCWILD"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""VRFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""_public_"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""基本IPv6 ACL规则""]",该命令用于增加基本IPv6 ACL规则。访问控制列表ACL(Access Control List)是应用到设备接口的指令列表。ACL规则规定了符合某种特征的IP报文处理策略。基本IPv6 ACL规则支持按照源IPv6地址进行报文匹配。主要应用场景为路由策略，端口流量策略以及路由过滤策略等。,10
ACLRULEETH,ACLRULEETH,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION""]",13,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAMTYPE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLFRAMMASK"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCMAC"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLSRCMACMASK"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTMAC"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLDESTMACMASK"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLVLANID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLVLANIDMASK"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""以太ACL规则""]",该命令用于增加以太ACL规则。以太ACL规则支持按照源目的MAC，协议号，VLAN ID等信息进行匹配。主要应用场景为端口流量策略。,10
ACLRULEIF,ACLRULEIF,entity,"[""ACLNAME"", ""ACLRULENAME"", ""ACLACTION""]",7,"[{""parameter_name"": ""ACLNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLRULEID"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLACTION"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ACLIFANY"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""FALSE"", ""condition"": """"}, {""parameter_name"": ""ACLRULEDESCRIPTION"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IFNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""VNRS功能管理"", ""IP服务"", ""ACL管理"", ""接口ACL规则""]",该命令用于增加接口ACL规则。接口ACL规则支持按照接口进行匹配。,10
ACSCLASSINFO,ACSCLASSINFO,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""操作维护"", ""配置服务管理"", ""维护管理""]",,2
ACSCLIENTDBG,ACSCLIENTDBG,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""操作维护"", ""配置服务管理"", ""维护管理""]",,2
ACSDATA,ACSDATA,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""操作维护"", ""配置服务管理"", ""维护管理""]",,2
ACSELECTSERVICE,ACSELECTSERVICE,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""系统维护"", ""仲裁服务状态""]",该命令用于查询仲裁服务状态。,6
ACSFILE,ACSFILE,entity,"[""TRANSFERPROTOCOL"", ""COMMANDTYPE"", ""SERVERPORT"", ""USERNAME"", ""LOCALFILENAME"", ""REMOTEFILENAME""]",10,"[{""parameter_name"": ""TRANSFERPROTOCOL"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""COMMANDTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""IPVERSION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""IPv4"", ""condition"": """"}, {""parameter_name"": ""SERVERIPV4ADDRESS"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVERIPV6ADDRESS"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVERPORT"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""USERNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PASSWORD"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""LOCALFILENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""REMOTEFILENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""操作维护"", ""文件传输管理""]",该命令用于使用SFTP协议进行文件传输操作。,2
ACSPACKAGE,ACSPACKAGE,entity,"[""PACKAGETYPE"", ""VERSIONTYPE"", ""VERSIONID"", ""APPTYPE""]",7,"[{""parameter_name"": ""PACKAGETYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""VERSIONTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""VERSIONID"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""APPTYPE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""CPUARCHTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""Any"", ""condition"": """"}, {""parameter_name"": ""ISFORCE"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""FALSE"", ""condition"": """"}, {""parameter_name"": ""ONLYREMOVEPOOL"", ""data_type"": ""boolean"", ""required_mode"": ""optional"", ""default_value"": ""FALSE"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""操作维护"", ""系统调测"", ""升级维护""]",该命令用于删除指定版本的基础包、风险排查包、补丁包以及DB翻译包等软件包。,10
