id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
WSFD-109001:dep:WSFD-109003,WSFD-109001,WSFD-109003,depends_on,如果需要基于业务时长对用户业务进行在线计费，需要开启基于业务时长的计费。,82207991 基于业务时长的计费,overview_explicit,
WSFD-109002:dep:WSFD-109001,WSFD-109002,WSFD-109001,depends_on,在线计费是计费基础功能之一，如果使用在线计费系统进行内容计费，需要开启 [WSFD-109001 Gy/Diameter在线计费](../WSFD-109001 Gy_Diameter在线计费_27636706.md) 。,82207989 Gy/Diameter在线计费,overview_explicit,
WSFD-109003:dep:WSFD-109002,WSFD-109003,WSFD-109002,depends_on,基于业务时长的计费是内容计费的一种，所以使用基于业务时长的计费前，需要先开启内容计费功能。,82207988 内容计费基本功能,overview_explicit,
WSFD-109004:dep:WSFD-109002,WSFD-109004,WSFD-109002,depends_on,基于业务流量的计费是内容计费的一种，所以使用基于业务流量的计费前，需要先开启内容计费功能。,82207988 内容计费基本功能,overview_explicit,
WSFD-109005:dep:WSFD-011306,WSFD-109005,WSFD-011306,depends_on,使用CoA功能同时需要开启RADIUS功能中的鉴权或计费功能。,无,overview_explicit,
WSFD-109006:dep:WSFD-109001,WSFD-109006,WSFD-109001,depends_on,ASN漫游计费是在线计费的增强特性，使用ASN漫游计费特性需要先开启Gy/Diameter在线计费特性。,82207989 LKV3W9DOCH12 Gy/Diameter在线计费,overview_explicit,
WSFD-109007:dep:WSFD-109002,WSFD-109007,WSFD-109002,depends_on,事件计费是内容计费的增强特性，所以使用事件计费，需要先开启内容计费功能。,2207988 内容计费基本功能,overview_explicit,
WSFD-109007:dep:WSFD-109001,WSFD-109007,WSFD-109001,depends_on,在线计费是计费基础功能之一，如果使用OCS进行事件计费，需要开启在线计费。,82207989 Gy/Diameter在线计费,overview_explicit,
WSFD-109008:dep:WSFD-109001,WSFD-109008,WSFD-109001,depends_on,OCS Bypass是在线计费的增强特性，依赖于在线计费基础功能，所以使用OCS Bypass功能必须先开启Gy/Diameter在线计费功能。,82207989 Gy/Diameter在线计费,overview_explicit,
WSFD-109101:dep:WSFD-104508,WSFD-109101,WSFD-104508,depends_on,当GGSN-C/PGW-C与PCRF之间基于SCTP协议建立Diameter链路时，需要部署SCTP功能。,82208353 SCTP,overview_explicit,
WSFD-109102:dep:WSFD-109101,WSFD-109102,WSFD-109101,depends_on,PCRF/PCF通过Gx/N7接口向PGW-C/SMF下发携带Application ID的PCC规则，PGW-C/SMF通过N4接口向PGW-U/UPF传递Aplication ID等信息，所以开通ADC基本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-109103:dep:WSFD-104001,WSFD-109103,WSFD-104001,depends_on,UNC 需要建立IPv6承载上下文，因此需开启IPv6承载上下文特性。,- 82209965 IPv6承载上下文-UAM; - 82209968 IPv6承载上下文-USM,overview_explicit,
WSFD-109103:dep:WSFD-104002,WSFD-109103,WSFD-104002,depends_on,如果需要对IPv4v6双栈接入用户的业务进行解析，则需要先开启IPv4v6双栈接入特性。,82209969 IPv4v6双栈接入,overview_explicit,
WSFD-109103:dep:WSFD-104412,WSFD-109103,WSFD-104412,depends_on,UNC 与其他网元之间通过IPv6互通时，需要开启逻辑接口支持IPv6特性。,- 81203246 逻辑接口支持IPv6; - 81203247 逻辑接口支持IPv6-USM,overview_explicit,
WSFD-109104:dep:WSFD-109101,WSFD-109104,WSFD-109101,depends_on,PCRF/PCF下发PCC策略给GGSN-C/PGW-C/SMF，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-109105:dep:WSFD-205102,WSFD-109105,WSFD-205102,depends_on,需要基于LAC/TAC/RAC/SGSN IP/SGW IP/ePDG IP进行虚拟APN映射，需要开启虚拟APN功能。,82207939 LKV3W9VAPN12 虚拟APN,overview_explicit,
WSFD-109107:dep:WSFD-109101,WSFD-109107,WSFD-109101,depends_on,UNC 从PCRF/PCF获取预定义规则时，需要开启PCC基本功能。,82207979 PCC基本功能,overview_explicit,
WSFD-109107:dep:WSFD-205105,WSFD-109107,WSFD-205105,affects,上下文回收管理中设置的 “专有QoS Flow空闲定时器时长” 参数，会影响到本特性创建的专有QoS Flow的生命周期。当某专有QoS Flow空闲时间超过设置值时，SMF会强制释放该QoS Flow。,82200BNN 上下文回收管理,overview_explicit,
WSFD-109108:dep:WSFD-109101,WSFD-109108,WSFD-109101,depends_on,如果 UNC 需要向PCRF上报用户位置信息，需开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-109108:dep:WSFD-011201,WSFD-109108,WSFD-011201,depends_on,如果 UNC 需要在PGW-CDR中记录WiFi用户位置信息，需开启离线计费功能。,无,overview_explicit,
WSFD-109108:dep:WSFD-011306,WSFD-109108,WSFD-011306,depends_on,如果 UNC 需要在Radius消息中携带WiFi用户位置信息，需开启Radius功能。,无,overview_explicit,
WSFD-109108:dep:WSFD-011307,WSFD-109108,WSFD-011307,depends_on,如果 UNC 需要在Radius抄送消息中携带WiFi用户位置信息，需开启Radius抄送功能。,无,overview_explicit,
WSFD-109204:dep:WSFD-102600,WSFD-109204,WSFD-102600,affects,本特性中提到的65、66、69和70 QCI，为PTT（Push To Talk）专用QCI，需要同时部署 [WSFD-102601 LTE一键通基础功能（适用于PGW-C/SGW-C）](../../语音功能/WSFD-102600 Push to Talk（适用于PGW-C_SGW-C）/WSFD-102601 LTE一键通基础功能（适用于PGW-C_SGW-C）/特性概述_10980736.md) 与 [WSFD-102602 LTE一键通（适用于PGW-C/SGW-C）](../../语音功能/WSFD-102600 Push to Talk（适用于PGW-C_SGW-C）/WSFD-102602 LTE一键通（适用于PGW-C_SGW-C）_10282603.md) ，才能实现LTE一键通功能。,“81202855 LTE一键通基础功能-USM”,overview_explicit,
WSFD-109204:dep:WSFD-105103,WSFD-109204,WSFD-105103,affects,如果需要MME支持QCI扩展，则需要部署 [WSFD-105103 基于用户等级的QCI扩展](../WSFD-105103 基于用户等级的QCI扩展_62745885.md) 功能。,**“82206579 基于用户等级的QCI扩展”**,overview_explicit,
WSFD-109301:dep:WSFD-109101,WSFD-109301,WSFD-109101,depends_on,PCRF下发PCC策略给PGW-C/GGSN-C，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC基本功能,overview_explicit,
WSFD-109301:dep:WSFD-102001,WSFD-109301,WSFD-102001,depends_on,如果要部署语音业务，则需要首先开启支持VoLTE基础特性/IMS接入特性。,82208002 VoLTE基础语音业务（适用于SGW-C/PGW-C）,overview_explicit,
WSFD-109302:dep:WSFD-109101,WSFD-109302,WSFD-109101,depends_on,PCRF下发PCC策略给PGW-C/GGSN-C，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-109302:dep:WSFD-102001,WSFD-109302,WSFD-102001,depends_on,如果要部署语音业务，则需要首先开启支持VoLTE基础特性/IMS接入特性。,82208002 VoLTE基础语音业务（适用于SGW-C/PGW-C）,overview_explicit,
WSFD-109302:dep:WSFD-109301,WSFD-109302,WSFD-109301,depends_on,必须首先开启网络侧发起专有PDP/承载建立特性。,82200BNR 网络侧发起专有PDP/承载建立,overview_explicit,
WSFD-109303:dep:WSFD-109101,WSFD-109303,WSFD-109101,depends_on,PCRF下发PCC策略给PGW-C/GGSN-C，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-109303:dep:WSFD-102001,WSFD-109303,WSFD-102001,depends_on,如果要部署语音业务，则需要首先开启支持VoLTE基础特性/IMS接入特性。,82208002 VoLTE基础语音业务（适用于SGW-C/PGW-C）,overview_explicit,
WSFD-109303:dep:WSFD-109301,WSFD-109303,WSFD-109301,depends_on,必须首先开启网络侧发起专有PDP/承载建立特性。,82200BNR 网络侧发起专有PDP/承载建立,overview_explicit,
WSFD-109303:dep:WSFD-109302,WSFD-109303,WSFD-109302,depends_on,必须首先开启网络侧发起专有PDP/承载建立扩展包1特性。,82200BNS 网络侧发起专有PDP/承载建立扩展包1,overview_explicit,
WSFD-109304:dep:WSFD-109101,WSFD-109304,WSFD-109101,depends_on,需要 UNC 或PCRF/PCF发起创建缺省GBR承载的流程。因此，需开启PCC基本功能后才能使用本功能。,82207979 PCC基本功能,overview_explicit,
WSFD-109304:dep:WSFD-109301,WSFD-109304,WSFD-109301,depends_on,需开启网络侧发起专有PDP/承载建立后才能使用本功能。any to any的GBR专有承载，会占用1条专有承载。,82200BNR 网络侧发起专有PDP/承载建立,overview_explicit,
WSFD-110006:dep:WSFD-104510,WSFD-110006,WSFD-104510,depends_on,UE需要移动出LTE覆盖区进入5G无线的覆盖区域，执行小区重选，发起移动注册更新流程，驻留在5G小区。,- 82209911 LTE与5G SA网络重选-UAM; - 82209912 LTE与5G SA网络重选-USM; - 82209696 LTE和5G网络间重选,overview_explicit,
WSFD-112000:dep:WSFD-205012,WSFD-112000,WSFD-205012,affects,该功能开启会导致跨域互联互通特性中I-SMF相关流程失败。,82200CAH 跨域互联互通-UAM82200CAJ 跨域互联互通-USM,overview_explicit,
WSFD-130011:dep:WSFD-130001,WSFD-130011,WSFD-130001,depends_on,部署SMSF容灾功能前需要先部署基本的短消息业务。,-,overview_explicit,
WSFD-201001:dep:WSFD-102003,WSFD-201001,WSFD-102003,depends_on,开启本特性前需要开启 [WSFD-102003 SRVCC](../WSFD-102003 SRVCC_66442619.md) 特性。,82206605 VoLTE基础语音业务,overview_explicit,
WSFD-201001:dep:WSFD-104405,WSFD-201001,WSFD-104405,affects,部署本特性的时候，建议同时部署 [WSFD-104405 基于SGs和Sv接口的默认MSC选择](../../组网功能/WSFD-104405 基于SGs和Sv接口的默认MSC选择_63530673.md) 特性，可以保证SRVCC业务流程中，MSC解析失败的情况下，MME尝试使用Default LAI解析MSC，提升业务成功率。,82206559 基于SGs和Sv接口的默认MSC选择,overview_explicit,
WSFD-201002:dep:WSFD-102001,WSFD-201002,WSFD-102001,depends_on,开启本特性前需要开启 [WSFD-102001 VoLTE基础语音业务](../WSFD-102001 VoLTE基础语音业务_67023607.md) 特性。,82206605 VoLTE基础语音业务,overview_explicit,
WSFD-201002:dep:WSFD-201005,WSFD-201002,WSFD-201005,affects,**用户所在的E-UTRAN区域是否支持VoLTE语音业务** ：支持和不支持VoLTE语音业务的E-UTRAN区域的划分在 [WSFD-201005 基于区域的语音策略控制](../WSFD-201005 基于区域的语音策略控制_70014726.md) 特性中配置。,82207032 基于区域的语音策略控制,overview_explicit,
WSFD-201002:dep:WSFD-201004,WSFD-201002,WSFD-201004,affects,**是否允许某类终端的用户使用VoLTE语音业务** ：在 [WSFD-201004 基于IMEI的语音策略控制](../WSFD-201004 基于IMEI的语音策略控制_70014720.md) 特性中配置。,82207524 基于IMEI的语音策略控制,overview_explicit,
WSFD-201003:dep:WSFD-202001,WSFD-201003,WSFD-202001,depends_on,本特性开启前需要开启 [WSFD-202001 CHR功能](../../操作维护功能/WSFD-202001 CHR功能_50287959.md) 特性。,82200CAD CHR功能,overview_explicit,
WSFD-201003:dep:WSFD-102301,WSFD-201003,WSFD-102301,depends_on,如果需要在CHR中携带CSFB流程(如语音主叫、语音被叫流程)记录，此特性必须先开启。,82205925 基于CSFB的语音业务,overview_explicit,
WSFD-201003:dep:WSFD-102001,WSFD-201003,WSFD-102001,depends_on,如果需要在CHR中携带VoLTE流程(如IMS PDN连接建立/语音专有承载建立流程)记录，此特性必须先开启。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201003:dep:WSFD-102003,WSFD-201003,WSFD-102003,depends_on,如果需要在CHR中携带SRVCC流程记录，此特性必须先开启。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201003:dep:WSFD-102005,WSFD-201003,WSFD-102005,depends_on,如果需要在CHR中携带SRVCC流程记录，此特性必须先开启。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201003:dep:WSFD-201001,WSFD-201003,WSFD-201001,depends_on,如果需要在CHR中携带SRVCC语音双切换流程记录，此特性必须先开启。,82206607 基于SRVCC的数据语音双切换,overview_explicit,
WSFD-201003:dep:WSFD-201002,WSFD-201003,WSFD-201002,affects,UNC 判定用户PDN连接的签约APN为IMS APN后，为此用户的VoLTE语音业务上报CHR。根据GSMA标准要求，全球统一使用“IMS”为IMS域的APN。因此， UNC 缺省为签约APN是“IMS”的用户的VoLTE语音业务上报CHR。如果用户签约的IMS APN不是“IMS”，例如“IMS-X”，且需要 UNC 为此用户提供VoLTE语音业务的CHR上报功能，需要开启此特性。,82206608 用户群语音策略控制,overview_explicit,
WSFD-201004:dep:WSFD-201002,WSFD-201004,WSFD-201002,depends_on,本特性开启前需要开启特性 [WSFD-201002 用户群语音策略控制](../WSFD-201002 用户群语音策略控制_70014708.md) 。,82206608 用户群语音策略控制,overview_explicit,
WSFD-201005:dep:WSFD-102001,WSFD-201005,WSFD-102001,depends_on,本特性开启前需要开启特性“ [WSFD-102001 VoLTE基础语音业务](../WSFD-102001 VoLTE基础语音业务_67023607.md) ”。,82206605 VoLTE基础语音业务,overview_explicit,
WSFD-201005:dep:WSFD-201002,WSFD-201005,WSFD-201002,affects,本特性与“ [WSFD-201002 用户群语音策略控制](../WSFD-201002 用户群语音策略控制_70014708.md) ”、“ [WSFD-201004 基于IMEI的语音策略控制](../WSFD-201004 基于IMEI的语音策略控制_70014720.md) ”同时部署时，终端用户的VoLTE语音策略由三个条件控制，所在位区域支持VoLTE语音、所在用户群支持VoLTE语音、所携带IMEI支持VoLTE语音，如果任一条件不满足，则不允许该用户使用VoLTE语音业务。,82206608 用户群语音策略控制,overview_explicit,
WSFD-201005:dep:WSFD-201004,WSFD-201005,WSFD-201004,affects,本特性与“ [WSFD-201002 用户群语音策略控制](../WSFD-201002 用户群语音策略控制_70014708.md) ”、“ [WSFD-201004 基于IMEI的语音策略控制](../WSFD-201004 基于IMEI的语音策略控制_70014720.md) ”同时部署时，终端用户的VoLTE语音策略由三个条件控制，所在位区域支持VoLTE语音、所在用户群支持VoLTE语音、所携带IMEI支持VoLTE语音，如果任一条件不满足，则不允许该用户使用VoLTE语音业务。,82207524 基于IMEI的语音策略控制,overview_explicit,
WSFD-201005:dep:WSFD-102101,WSFD-201005,WSFD-102101,affects,本特性与“ [WSFD-102101 VoLTE紧急呼叫](../WSFD-102101 VoLTE紧急呼叫_70014690.md) ”同时部署时，终端用户的VoLTE紧急呼叫语音策略由两个条件控制，所在位区域支持VoLTE语音、支持VoLTE紧急呼叫，如果任一条件不满足，则不允许该用户使用VoLTE紧急呼叫语音业务。,82206606 VoLTE紧急呼叫,overview_explicit,
WSFD-201007:dep:WSFD-102001,WSFD-201007,WSFD-102001,depends_on,本特性开启前需要开启特性“ [WSFD-102001 VoLTE基础语音业务](../WSFD-102001 VoLTE基础语音业务_67023607.md) ”。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201007:dep:WSFD-102003,WSFD-201007,WSFD-102003,affects,如果需要支持LTE网络切换到GSM/UMTS电路域保持通话不断，需要部署 [WSFD-102003 SRVCC](../WSFD-102003 SRVCC_66442619.md) 特性。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201101:dep:WSFD-102003,WSFD-201101,WSFD-102003,depends_on,本特性在开启前，需要先开启 [WSFD-102003 SRVCC](../WSFD-102003 SRVCC_66442619.md) 和 [WSFD-106008 一号多卡功能](../../基本接入功能/WSFD-106008 一号多卡功能_64082509.md) 特性。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201101:dep:WSFD-106008,WSFD-201101,WSFD-106008,depends_on,本特性在开启前，需要先开启 [WSFD-102003 SRVCC](../WSFD-102003 SRVCC_66442619.md) 和 [WSFD-106008 一号多卡功能](../../基本接入功能/WSFD-106008 一号多卡功能_64082509.md) 特性。,82206570 一号多卡功能,overview_explicit,
WSFD-201201:dep:WSFD-104101,WSFD-201201,WSFD-104101,depends_on,本特性开启前需要开启 [WSFD-104101 MME Pool](../../容灾功能/MME容灾方案/容灾原理/WSFD-104101 MME Pool_45935187.md) 特性。,82205875 MME Pool,overview_explicit,
WSFD-201201:dep:WSFD-206001,WSFD-201201,WSFD-206001,conflicts_with,部署本特性后，被叫业务恢复流程中在TA List范围内寻呼用户， [WSFD-206001 LTE精准寻呼](../../流控功能/WSFD-206001 精准寻呼/WSFD-206001 精准寻呼（4G）_88625078.md) 特性的寻呼策略在被叫业务恢复过程中不生效。,82200CGR 精准寻呼,overview_explicit,conflict:WSFD-201201-WSFD-206001
WSFD-201201:dep:WSFD-010400,WSFD-201201,WSFD-010400,affects,部署本特性后，签约数据存储方式由合并存储修改为分开存储，如果在用户发生移动性管理流程前发生了MME故障，且用户签约的EPS签约数据和GPRS签约数据存在不一致，则MME可能会将GPRS签约数据作为EPS签约数据使用，直到重新获取签约数据后恢复。,-,overview_explicit,
WSFD-201202:dep:WSFD-201201,WSFD-201202,WSFD-201201,depends_on,本特性开启前需要开启 [WSFD-201201 MME链式备份](../WSFD-201201 MME链式备份_75538862.md) 特性，且恢复模式为一次呼叫恢复模式。,82207526 MME链式备份,overview_explicit,
WSFD-201203:dep:WSFD-201204,WSFD-201203,WSFD-201204,depends_on,- 本特性依赖于[WSFD-201204 VoLTE承载故障快速恢复](../WSFD-201204 VoLTE承载故障快速恢复_86652958.md)特性，必须首先激活[WSFD-201204 VoLTE承载故障快速恢复](../WSFD-201204 VoLTE承载故障快速恢复_86652958.md)特性后本特性才能生效。 - 本特性适用于非CU分离场景，CU分离场景C面功能见[WSFD-201204 VoLTE承载故障快速恢复](../WSFD-201204 VoLTE承载故障快速恢复_86652958.md)。,82208815 VoLTE承载故障快速恢复-USM,overview_explicit,
WSFD-201203:dep:WSFD-010600,WSFD-201203,WSFD-010600,affects,启用本特性后， [WSFD-010600 路径管理](../../可靠性/WSFD-010600 路径管理_68416219.md) 特性中，命令 [**SET GTPPUB**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/GTP-C接口管理/GTP-C协议管理/GTP-C协议参数配置/设置GTP-C协议参数(SET GTPPUB)_26145920.md) 所对应的参数 “PATHDOWNDEASW” (GTP-C路径断去激活开关)和 “PEERRECOVERYSW” (对端Recovery处理开关)的功能在4G场景下，S-GW故障时会失效。,-,overview_explicit,
WSFD-201203:dep:WSFD-102005,WSFD-201203,WSFD-102005,affects,建议同时启用 [WSFD-102005 基于VoLTE的信令最短路径优选](../WSFD-102005 基于VoLTE的信令最短路径优选_70014684.md) 特性，在合一网关S/P-GW或P-GW故障场景下，保证UE能及时回落到CS网络，确保用户的被叫业务的正常进行。,82206605 VoLTE基础特性,overview_explicit,
WSFD-201203:dep:WSFD-010804,WSFD-201203,WSFD-010804,affects,若同时启用了 [WSFD-010804 智能信令风暴平滑处理](../../流控功能/WSFD-010804 智能信令风暴平滑处理_75602790.md) 特性，当S11接口故障（非S-GW复位导致）触发的批量UE分离，在 [WSFD-010804 智能信令风暴平滑处理](../../流控功能/WSFD-010804 智能信令风暴平滑处理_75602790.md) 特性的作用下MME可能对这些UE进行延迟分离。因此建议统一规划这两个特性中对UE的分离速率。,-,overview_explicit,
WSFD-201204:dep:WSFD-201201,WSFD-201204,WSFD-201201,depends_on,本特性开启前需要开启 [WSFD-201201 MME链式备份](../WSFD-201201 MME链式备份_75538862.md) 特性，且恢复模式为一次呼叫恢复模式。在该前提下，如果本特性不开启，在VoLTE通话过程中MME故障，那么通话将中断，用户无需重新附着到网络，一次主被叫成功。如果本特性开启，VoLTE通话过程中即使当前MME故障，通话不中断，VoLTE承载将快速恢复，通话继续。,MME链式备份,overview_explicit,
WSFD-201204:dep:WSFD-201103,WSFD-201204,WSFD-201103,depends_on,该特性需要先开通IMS语音业务。,82206550 LKV2IMS02 IMS功能,overview_explicit,
WSFD-201204:dep:WSFD-109101,WSFD-201204,WSFD-109101,depends_on,VoLTE承载故障快速恢复特性必须有PCRF的部署支撑，必须开启PCC基本功能。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-201207:dep:WSFD-109101,WSFD-201207,WSFD-109101,depends_on,本特性开启前需要开启WSFD-109101 PCC基本功能。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-201207:dep:WSFD-102001,WSFD-201207,WSFD-102001,depends_on,如果要部署语音业务，则需要首先开启支持VoLTE基础特性/IMS接入特性。,82208002 VoLTE基础语音业务（适用于SGW-C/PGW-C）,overview_explicit,
WSFD-201207:dep:WSFD-102701,WSFD-201207,WSFD-102701,depends_on,本特性开启前需要开启WSFD-102701 VoNR基础语音业务。,82200ELP LKV2VONRSM01 VoNR基础语音业务-USM,overview_explicit,
WSFD-201207:dep:WSFD-109107,WSFD-201207,WSFD-109107,depends_on,语音专有QoS Flow/专有承载的创建和更新需要依赖WSFD-109107 业务触发的QoS保证功能。,82208819 LKV3W9STQE11 业务触发的QoS保证,overview_explicit,
WSFD-201305:dep:WSFD-201303,WSFD-201305,WSFD-201303,depends_on,必须先部署该特性，才支持从VoWifi切换到VoNR流程。,82200FNQ LKV2VOWFNRSM01 NG-RAN和WLAN互操作-USM,overview_explicit,
WSFD-201305:dep:WSFD-102702,WSFD-201305,WSFD-102702,depends_on,必须先部署该特性，才支持EPS Fallback流程。,82209907 LKV2EFBAM01 EPS Fallback-UAM82209908 LKV2EFBSM01 EPS Fallback-USM,overview_explicit,
WSFD-202002:dep:WSFD-202001,WSFD-202002,WSFD-202001,depends_on,UNC作为AMF开启支持HTTP头压缩字典特性之前，需要开启WSFD-202001 CHR功能的控制项“82200CAD LKV2CHR03 CHR功能-UAM”。,依赖WSFD-202001 CHR功能-UAM,overview_explicit,
WSFD-205002:dep:WSFD-205008,WSFD-205002,WSFD-205008,depends_on,- 对于满足本特性条件的Cat6终端，将使用[WSFD-205008 Category 6 网关选择](../WSFD-205008 Category 6网关选择_63535144.md)特性。 - 对于满足本特性条件的Cat6终端，如果配置了根据IMEI_CC选择网关策略，将使用本特性。,82206563 Category 6 网关选择,overview_explicit,
WSFD-205004:dep:WSFD-205001,WSFD-205004,WSFD-205001,affects,这些特性在为指定用户配置GGSN/P-GW选择策略时，可以选择S-GW优选或P-GW优选，如果不设置，本特性默认为S-GW优选。在同时选择S-GW/P-GW时，S-GW优选和P-GW优选决定了以哪一个网关的优先级和权重为基准进行选择。,82206153 网关路由选择功能,overview_explicit,
WSFD-205004:dep:WSFD-205003,WSFD-205004,WSFD-205003,affects,这些特性在为指定用户配置GGSN/P-GW选择策略时，可以选择S-GW优选或P-GW优选，如果不设置，本特性默认为S-GW优选。在同时选择S-GW/P-GW时，S-GW优选和P-GW优选决定了以哪一个网关的优先级和权重为基准进行选择。,82206561 基于位置区域选择网关,overview_explicit,
WSFD-205004:dep:WSFD-205005,WSFD-205004,WSFD-205005,affects,这些特性在为指定用户配置GGSN/P-GW选择策略时，可以选择S-GW优选或P-GW优选，如果不设置，本特性默认为S-GW优选。在同时选择S-GW/P-GW时，S-GW优选和P-GW优选决定了以哪一个网关的优先级和权重为基准进行选择。,82205920 基于UE接入能力选择网关,overview_explicit,
WSFD-205004:dep:WSFD-205008,WSFD-205004,WSFD-205008,affects,这些特性在为指定用户配置GGSN/P-GW选择策略时，可以选择S-GW优选或P-GW优选，如果不设置，本特性默认为S-GW优选。在同时选择S-GW/P-GW时，S-GW优选和P-GW优选决定了以哪一个网关的优先级和权重为基准进行选择。,82206563 Category 6网关选择,overview_explicit,
WSFD-205005:dep:WSFD-106004,WSFD-205005,WSFD-106004,depends_on,当用户携带的是错误的APN时，需先执行APN纠错，后执行APN映射和本功能。,82205928 请求信息纠正功能,overview_explicit,
WSFD-205005:dep:WSFD-106203,WSFD-205005,WSFD-106203,depends_on,先执行APN映射，后执行本功能。,82207546 别名APN,overview_explicit,
WSFD-205005:dep:WSFD-106003,WSFD-205005,WSFD-106003,depends_on,基于UE接入能力选择网关时需要同时考虑UE终端能力和用户接入控制特性中配置的控制类型。,82206571 用户接入控制功能,overview_explicit,
WSFD-205006:dep:WSFD-205004,WSFD-205006,WSFD-205004,depends_on,本特性依赖于 [WSFD-205004 S-GW/P-GW拓扑选择](../WSFD-205004 S-GW_P-GW拓扑选择_63535132.md) 特性。,82205919 S-GW/P-GW拓扑选择,overview_explicit,
WSFD-205007:dep:WSFD-205004,WSFD-205007,WSFD-205004,depends_on,本特性依赖于“ [WSFD-205004 S-GW/P-GW拓扑选择](../WSFD-205004 S-GW_P-GW拓扑选择_63535132.md) ”特性，必须首先激活“ [WSFD-205004 S-GW/P-GW拓扑选择](../WSFD-205004 S-GW_P-GW拓扑选择_63535132.md) ”特性后本特性才能生效。,82205919 S-GW/P-GW拓扑选择,overview_explicit,
WSFD-205007:dep:WSFD-205006,WSFD-205007,WSFD-205006,affects,本特性在使用过程中，受“ [WSFD-205006 基于P-GW锚点选择S-GW](../WSFD-205006 基于P-GW锚点选择S-GW_63535138.md) ”特性的影响：如果需要保证用户从GnGp SGSN迁移到MME上时， UNC 作为新侧MME能够使用本特性，则需要首先激活“ [WSFD-205006 基于P-GW锚点选择S-GW](../WSFD-205006 基于P-GW锚点选择S-GW_63535138.md) ”特性。,82206562 基于P-GW锚点选择S-GW,overview_explicit,
WSFD-205008:dep:WSFD-205004,WSFD-205008,WSFD-205004,depends_on,在用户初始接入时，依赖“ [WSFD-205004 S-GW/P-GW拓扑选择](../WSFD-205004 S-GW_P-GW拓扑选择_63535132.md) ”选择合一网关，以保证和P-GW合建的S-GW也是高速网关；在用户移动场景，依赖“ [WSFD-205004 S-GW/P-GW拓扑选择](../WSFD-205004 S-GW_P-GW拓扑选择_63535132.md) ”特性选择拓扑最近的S-GW。,82205919 S-GW/P-GW拓扑选择,overview_explicit,
WSFD-205008:dep:WSFD-205006,WSFD-205008,WSFD-205006,depends_on,本特性依赖于“ [WSFD-205006 基于P-GW锚点选择S-GW](../WSFD-205006 基于P-GW锚点选择S-GW_63535138.md) ”特性的部署；用户移动场景下，可以基于P-GW域名来选择合一或拓扑最近的S-GW。 具体依赖参考**用户移动场景下（RAU/TAU/Handover），UNC基于IMEI选择高速网关** 方案一中的GUL互操作场景描述。,82206562 基于P-GW锚点选择S-GW,overview_explicit,
WSFD-205008:dep:WSFD-205007,WSFD-205008,WSFD-205007,depends_on,本特性依赖于“ [WSFD-205007 本地P-GW的PDN重建](../WSFD-205007 本地P-GW的PDN重建_63535141.md) ”特性的部署，部署该特性后，可以解决UE在移动过程中，可能会出现S-GW与P-GW不在同一区域，导致S-GW和P-GW支持最大带宽能力不匹配，影响用户业务感知的问题。 具体场景请参考 **用户移动场景下（RAU/TAU/Handover），UNC基于IMEI选择高速网关** 方案二的描述。,82207534 本地P-GW的PDN重建,overview_explicit,
WSFD-205008:dep:WSFD-205003,WSFD-205008,WSFD-205003,affects,当部署了本特性，对于满足本特性条件的Cat6终端，将不会再使用“ [WSFD-205003 基于位置区域选择网关](../WSFD-205003 基于位置区域选择网关_63535129.md) ”以及“ [WSFD-205005 基于UE接入能力选择网关](../WSFD-205005 基于UE接入能力选择网关_63535135.md) ”特性。,82206561 基于位置区域选择网关,overview_explicit,
WSFD-205011:dep:WSFD-113002,WSFD-205011,WSFD-113002,depends_on,重选需要依赖AMF选择SMF的基本功能，推荐以下至少满足一种场景才能通过NRF选到同区域的SMF： - AMF基于UE位置选择SMF：选择属性为tai。 - AMF基于位置优选SMF：选择属性为preferred-locality。,81203239 NF发现-UAM82209926 NF发现-NRF,overview_explicit,
WSFD-205011:dep:WSFD-113011,WSFD-205011,WSFD-113011,depends_on,重选需要依赖AMF选择SMF的基本功能，推荐以下至少满足一种场景才能通过NRF选到同区域的SMF： - AMF基于UE位置选择SMF：选择属性为tai。 - AMF基于位置优选SMF：选择属性为preferred-locality。,81203239 NF发现-UAM81203240 NF发现-USM82209926 NF发现-NRF,overview_explicit,
