feature_id,product_type,file_path
GWFD-110203,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110203 HTTPS业务地址识别/GWFD-110203 HTTPS业务地址识别特性概述_24082595.md
GWFD-110203,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110203 HTTPS业务地址识别/实现原理_54492825.md
GWFD-110203,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110203 HTTPS业务地址识别/调测HTTPS业务地址识别_24082602.md
GWFD-110203,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110203 HTTPS业务地址识别/配置HTTPS业务地址识别_24082599.md
GWFD-110251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110251 HTTP3.0 Host识别/GWFD-110251 HTTP3.0 Host识别参考信息_56986853.md
GWFD-110251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110251 HTTP3.0 Host识别/实现原理_06506894.md
GWFD-110251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110251 HTTP3.0 Host识别/激活HTTP3.0 Host识别_56786521.md
GWFD-110251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110251 HTTP3.0 Host识别/特性概述_06826690.md
GWFD-110251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110251 HTTP3.0 Host识别/调测HTTP3.0 Host识别_06346954.md
GWFD-110252,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110252 HTTP3.0 Host分析/GWFD-110252 HTTP3.0 Host分析参考信息_08178442.md
GWFD-110252,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110252 HTTP3.0 Host分析/实现原理_08018450.md
GWFD-110252,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110252 HTTP3.0 Host分析/激活HTTP3.0 Host分析_07698710.md
GWFD-110252,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110252 HTTP3.0 Host分析/特性概述_58218397.md
GWFD-110252,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110252 HTTP3.0 Host分析/调测HTTP3.0 Host分析_58138565.md
GWFD-110321,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110321 支持内置百万级业务规则库/GWFD-110321 支持内置百万级业务规则库参考信息_05455407.md
GWFD-110321,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110321 支持内置百万级业务规则库/GWFD-110321 支持内置百万级业务规则库特性概述_05455408.md
GWFD-110321,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110321 支持内置百万级业务规则库/激活支持OTT业务规则库功能_05455409.md
GWFD-110321,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110321 支持内置百万级业务规则库/调测支持OTT业务规则库功能_05695393.md
GWFD-110471,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110471 URL过滤基本功能/GWFD-110471 URL过滤基本功能参考信息_56449901.md
GWFD-110471,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110471 URL过滤基本功能/GWFD-110471 URL过滤基本功能特性概述_56369529.md
GWFD-110471,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110471 URL过滤基本功能/调测URL过滤基本功能_56249725.md
GWFD-110471,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110471 URL过滤基本功能/激活URL过滤基本功能/配置URL过滤_47348205.md
GWFD-110471,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-110471 URL过滤基本功能/激活URL过滤基本功能/配置到ICAP Server的互通数据_75400117.md
GWFD-111600,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/业务感知功能/GWFD-111600 SA特征库更新管控/GWFD-111600 SA特征库更新管控特性概述_73163205.md
GWFD-020151,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020151 支持CUPS架构_94229056.md
GWFD-020152,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020152 支持SSC Mode1_01211461.md
GWFD-020153,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020153 支持SSC Mode2_01211462.md
GWFD-020154,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020154 用户面负载信息上报_35289921.md
GWFD-020154,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020154 用户面负载信息上报/GWFD-020154 用户面负载信息上报参考信息_88553390.md
GWFD-020154,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020154 用户面负载信息上报/GWFD-020154 用户面负载信息上报特性概述_35391033.md
GWFD-020154,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020154 用户面负载信息上报/激活用户面负载信息上报_88713326.md
GWFD-020155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020155 支持UPF集中配置/GWFD-020155 支持UPF集中配置特性概述_90995645.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/GWFD-020161 CU Full Mesh组网参考信息_77284220.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/GWFD-020161 CU Full Mesh组网特性概述_72866256.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/扩容部署_01110774.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/N4偶联建立要求_47710575.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/SMF故障检测与容灾_01430580.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/TEIDU分配要求_47590545.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/UPF故障检测与容灾_47870425.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/U面锁定状态上报_47831825.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/对业务流程的影响_47710573.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/容灾原理/用户地址分配要求及规划_01270592.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/网络规划_01430576.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/部署流程_47830493.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于SMF）/激活CU Full Mesh组网（SMF）_05448882.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于SMF）/调测CU FullMesh组网（SMF）_51528857.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于UPF）/激活CU Full Mesh组网（UPF）_51809001.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于UPF）/调测CU Full Mesh组网（UPF）_51608977.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/概述/方案价值_47830495.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/概述/方案背景_01470588.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/概述/组网方案_01270594.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/概述/组网方案/业务组网要求_47590547.md
GWFD-020161,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/分布式网络功能/GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/概述/组网方案/部署组网要求_47870423.md
GWFD-110481,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-110481 业务处理单元可靠性可定义_87914072.md
GWFD-110482,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-110482 磁盘故障隔离基本功能_56274401.md
GWFD-010251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-010251 系统过载控制/GWFD-010251 系统过载控制参考信息_05341701.md
GWFD-010251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-010251 系统过载控制/GWFD-010251 系统过载控制特性概述_05341699.md
GWFD-010251,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-010251 系统过载控制/配置系统过载特性_05341700.md
GWFD-020162,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-020162 用户面会话过载控制/GWFD-020162 用户面会话过载控制参考信息_43675116.md
GWFD-020162,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-020162 用户面会话过载控制/GWFD-020162 用户面会话过载控制特性概述_43675117.md
GWFD-020162,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-020162 用户面会话过载控制/配置用户面会话过载控制_43675114.md
GWFD-110482,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/可靠性功能/GWFD-110482 磁盘故障隔离基本功能/UDG白名单命令_63091712.md
GWFD-010103,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010103 数据转发_24082087.md
GWFD-010106,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010106 峰值LICENSE控制_70519947.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余_19612408.md
GWFD-010108,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010108 用户面地址自动检测_04636901.md
GWFD-010156,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010156 3GPP网络用户接入_06845099.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/2_3G会话管理/GWFD-010101 会话管理（2_3G）特性概述_61678540.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/2_3G会话管理/实现原理/UE_SGSN发起PDP上下文修改流程_61678544.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/2_3G会话管理/实现原理/UE_SGSN发起PDP上下文删除流程_61900183.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/2_3G会话管理/实现原理/UE发起一次PDP上下文激活流程_61678542.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/2_3G会话管理/实现原理/UE发起二次PDP上下文激活流程_61678543.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/4G会话管理/GWFD-010101 会话管理（4G）特性概述_68633827.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/GWFD-010101 会话管理（5G）特性概述_73618343.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话修改（AN发起）_72654737.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话修改（PCF发起）_22895266.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话修改（UDM发起）_22735962.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话修改（UE发起）_22578338.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话建立_22418374.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话释放（AMF发起）_72735009.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话释放（PCF发起）_72934785.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话释放（SMF发起）_22418378.md
GWFD-010101,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010101 会话管理/5G会话管理/实现原理/PDU会话释放（UE发起）_72815297.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/GWFD-010102 路径管理参考信息_77072625.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/GWFD-010102 路径管理特性概述_66891578.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/修改Echo消息的重发数据_24082059.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/调测N4_Sxb接口的GTP路径检测功能_44784945.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/调测PFCP路径检测功能_92358595.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/调测非N4_Sxb接口GTP路径检测功能_92358596.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/配置GTP_PFCP路径管理参数_24082055.md
GWFD-010102,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010102 路径管理/配置GTP路径管理黑白名单_24082056.md
GWFD-010103,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010103 数据转发/GWFD-010103 数据转发参考信息_90574558.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/GWFD-010104 地址分配方式参考信息_77074325.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/GWFD-010104 地址分配方式特性概述_67531788.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/激活地址分配方式_71653959.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/调测地址分配方式_71653960.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/实现原理/地址分配流程_73558472.md
GWFD-010104,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010104 地址分配方式/实现原理/用户下行路由生成与发布_96489749.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/GWFD-010105 用户面地址分配参考信息_77284218.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/GWFD-010105 用户面地址分配特性概述_68664421.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/调测用户面地址分配_72547233.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/实现原理/其他增值功能_87787968.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/实现原理/地址分配方式_87787955.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/实现原理/地址分配流程_74936046.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/激活用户面地址分配/基于APN_DNN分配地址_72547232.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/激活用户面地址分配/基于RADIUS下发地址池名称分配地址_13796101.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/激活用户面地址分配/基于SMF+APN_DNN分配地址_87787640.md
GWFD-010105,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010105 用户面地址分配/激活用户面地址分配/基于SMF分配地址_87605805.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/GWFD-010107 静态地址用户路由冗余参考信息_19612406.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/GWFD-010107 静态地址用户路由冗余特性概述_19612410.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/激活静态地址用户路由冗余_19612403.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/调测静态地址用户路由冗余_19612411.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/实现原理/主用PGW-U_UPF故障场景_19644452.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/实现原理/主用PGW-U_UPF故障恢复场景_19644453.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/实现原理/主用PGW-U_UPF正常场景_19644451.md
GWFD-010107,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010107 静态地址用户路由冗余/实现原理/静态地址路由冗余叠加UE互访场景_12681278.md
GWFD-010108,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010108 用户面地址自动检测/GWFD-010108 用户面地址自动检测参考信息_04636932.md
GWFD-010108,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010108 用户面地址自动检测/GWFD-010108 用户面地址自动检测特性概述_04636902.md
GWFD-010108,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010108 用户面地址自动检测/激活用户面地址自动检测_04636908.md
GWFD-010108,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010108 用户面地址自动检测/调测用户面地址自动检测_04636931.md
GWFD-010151,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010151 接入控制/GWFD-010151 接入控制参考信息_75667084.md
GWFD-010151,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010151 接入控制/GWFD-010151 接入控制特性概述_69675200.md
GWFD-010151,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010151 接入控制/激活接入控制_69675201.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/GWFD-010155 Untrusted Non-3GPP网络用户接入参考信息_70759401.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/GWFD-010155 Untrusted Non-3GPP网络用户接入特性概述_70759397.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/实现原理_70759398.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能_70759399.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/调测到Untrusted Non-3GPP GW的数据_70759400.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能/配置PGW-U到Untrusted Non-3GPP GW的数据（OSPFv3动态路由+IPv6 BF_4baebda6_72490128.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能/配置PGW-U到Untrusted Non-3GPP GW的数据（VPN+OSPF动态路由组网）（虚机容器）_72489252.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能/配置PGW-U到Untrusted Non-3GPP GW的数据（VPN缺省路由组网）_72489253.md
GWFD-010155,UDG,output/UDG_Product_Documentation_CH_20.15.2/特性部署/特性指南/UDG特性指南/基本接入功能/GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能/配置PGW-U到Untrusted Non-3GPP GW的数据（静态路由+BFD组网）_72489255.md
